{Organic Large Green Asparagus, Organic Whole Milk, Organic Cucumber} => {Bag of Organic Bananas}: 0.733
{Bag of Organic Bananas, Organic Large Green Asparagus, Organic Whole Milk, Organic Cucumber} => {Organic Strawberries}: 0.909
{Organic Strawberries, Organic Large Green Asparagus, Organic Whole Milk, Organic Cucumber} => {Bag of Organic Bananas}: 1.000
{Organic Strawberries, Organic Large Green Asparagus, Organic Whole Milk} => {Bag of Organic Bananas}: 0.870
{Organic Red Onion, Organic Baby Spinach, Organic Large Green Asparagus} => {Bag of Organic Bananas}: 0.714
{Organic Large Green Asparagus, Organic Zucchini, Organic Garnet Sweet Potato (Yam)} => {Bag of Organic Bananas}: 0.769
{Organic Large Extra Fancy Fuji Apple, Organic Strawberries, Organic Large Green Asparagus, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.769
{Organic Large Green Asparagus, Organic Raspberries, Organic Grape Tomatoes} => {Bag of Organic Bananas}: 0.706
{Organic Strawberries, Organic Garlic, Organic Large Green Asparagus} => {Bag of Organic Bananas}: 0.750
{Organic Baby Spinach, Organic Large Green Asparagus, Organic Zucchini, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.923
{Organic Strawberries, Organic Large Green Asparagus, Organic Zucchini, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.909
{Organic Strawberries, Organic Large Green Asparagus, Organic Zucchini} => {Bag of Organic Bananas}: 0.750
{Organic Strawberries, Organic Large Green Asparagus, Organic Raspberries, Organic Cucumber} => {Bag of Organic Bananas}: 0.833
{Organic Strawberries, Organic Baby Spinach, Organic Large Green Asparagus, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.706
{Organic Strawberries, Organic Kiwi, Organic Cripps Pink Apples} => {Bag of Organic Bananas}: 0.769
{Organic Strawberries, Organic Garlic, Organic Cripps Pink Apples} => {Bag of Organic Bananas}: 0.909
{Fresh Cauliflower, Organic Cripps Pink Apples, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.769
{Organic Lemon, Organic Strawberries, Organic Cripps Pink Apples} => {Bag of Organic Bananas}: 0.765
{Organic Baby Spinach, Organic Raspberries, Organic Cripps Pink Apples} => {Bag of Organic Bananas}: 0.706
{Organic Baby Spinach, Organic Cripps Pink Apples, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.850
{Bag of Organic Bananas, Sourdough Bread, Organic Baby Carrots} => {Organic Strawberries}: 0.714
{Organic Strawberries, Sourdough Bread, Organic Baby Carrots} => {Bag of Organic Bananas}: 0.833
{Sourdough Bread, Banana, Limes} => {Organic Avocado}: 0.750
{Organic Mint, Organic Strawberries, Organic Tomato Cluster} => {Bag of Organic Bananas}: 0.714
{Organic Mint, Organic Strawberries, Organic Small Bunch Celery} => {Bag of Organic Bananas}: 0.833
{Mango Chunks, Jalapeno Peppers, Banana} => {Organic Avocado}: 0.833
{Mango Chunks, Jalapeno Peppers, Organic Avocado} => {Banana}: 0.769
{Mango Chunks, Banana, Organic Cilantro} => {Organic Baby Spinach}: 0.733
{Mango Chunks, Strawberries, Organic Baby Spinach} => {Banana}: 0.786
{Organic Whole String Cheese, Organic Old Fashioned Rolled Oats, Organic Avocado} => {Banana}: 0.833
{Yellow Onions, Organic Old Fashioned Rolled Oats, Organic Avocado} => {Banana}: 0.909
{Bag of Organic Bananas, Organic Cilantro, Organic Old Fashioned Rolled Oats} => {Organic Hass Avocado}: 0.714
{Organic Whole Milk, Organic Old Fashioned Rolled Oats, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.714
{Organic Garlic, Organic Old Fashioned Rolled Oats, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.750
{Apple Honeycrisp Organic, Organic Frozen Peas, Organic Strawberries} => {Bag of Organic Bananas}: 0.769
{Organic Frozen Peas, Organic Baby Spinach, Organic Gala Apples} => {Organic Strawberries}: 0.833
{Organic Red Onion, Organic Frozen Peas, Organic Cucumber} => {Bag of Organic Bananas}: 0.714
{Organic Red Onion, Organic Frozen Peas, Organic Raspberries} => {Bag of Organic Bananas}: 0.812
{Organic Frozen Peas, Organic Strawberries, Organic Raspberries, Organic Cucumber} => {Bag of Organic Bananas}: 0.786
{Organic Frozen Peas, Organic Strawberries, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.769
{Organic Strawberries, Marinara Sauce, Limes} => {Bag of Organic Bananas}: 0.714
{Banana, Limes, "Super Spinach! Baby Spinach} => {Large Lemon}: 0.778
{Apple Honeycrisp Organic, Organic Creamy Peanut Butter, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.846
{Organic Cucumber, Organic Creamy Peanut Butter, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.714
{Bag of Organic Bananas, Organic Raspberries, Organic Creamy Peanut Butter, Organic Hass Avocado} => {Organic Strawberries}: 0.800
{Organic Strawberries, Organic Raspberries, Organic Creamy Peanut Butter, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.800
{Organic Leek, Organic Raspberries, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.727
{Organic Yellow Onion, Organic Leek, Fresh Cauliflower} => {Organic Garlic}: 0.714
{Bag of Organic Bananas, Organic Snipped Green Beans, Organic Hothouse Cucumbers} => {Organic Strawberries}: 0.769
{Organic Snipped Green Beans, Organic Strawberries, Organic Hothouse Cucumbers} => {Bag of Organic Bananas}: 0.714
{Bag of Organic Bananas, Organic Snipped Green Beans, Organic Bartlett Pear} => {Organic Raspberries}: 0.714
{Organic Snipped Green Beans, Organic Raspberries, Organic Bartlett Pear} => {Bag of Organic Bananas}: 1.000
{Organic Snipped Green Beans, Organic Kiwi, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.857
{Organic Snipped Green Beans, Organic Strawberries, Organic Kiwi} => {Bag of Organic Bananas}: 0.762
{Organic Snipped Green Beans, Organic Large Extra Fancy Fuji Apple, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.706
{Organic Snipped Green Beans, Fresh Cauliflower, Organic Raspberries} => {Bag of Organic Bananas}: 0.714
{Organic Snipped Green Beans, Organic Whole Milk, Organic Blueberries} => {Organic Strawberries}: 0.769
{Organic Snipped Green Beans, Organic Baby Spinach, Organic Blueberries} => {Organic Strawberries}: 0.783
{Bag of Organic Bananas, Organic Snipped Green Beans, Organic Raspberries, Organic Blueberries} => {Organic Strawberries}: 0.800
{English Seedless Cucumber, Limes, Organic Avocado} => {Large Lemon}: 0.720
{Shallot, Limes, Organic Whole Milk} => {Large Lemon}: 1.000
{Broccoli Crown, Shallot, Limes} => {Large Lemon}: 0.800
{Shallot, Limes, Organic Zucchini} => {Large Lemon}: 0.733
{Organic Broccoli Crowns, Organic Strawberries, Organic Italian Parsley Bunch} => {Organic Baby Spinach}: 0.833
{Organic Broccoli Crowns, Organic Strawberries, Organic Granny Smith Apple} => {Bag of Organic Bananas}: 0.733
{Organic Broccoli Crowns, Organic Strawberries, Organic Baby Carrots} => {Bag of Organic Bananas}: 0.846
{Organic Broccoli Crowns, Organic Lemon, Organic Cucumber} => {Bag of Organic Bananas}: 0.833
{Total 2% All Natural Greek Strained Yogurt with Honey, Banana, Limes} => {Large Lemon}: 0.765
{Total 2% All Natural Greek Strained Yogurt with Honey, Organic Strawberries, Organic Baby Spinach} => {Bag of Organic Bananas}: 0.812
{Bag of Organic Bananas, Fresh Cauliflower, Organic Fat Free Milk} => {Organic Strawberries}: 0.714
{Organic Strawberries, Fresh Cauliflower, Organic Fat Free Milk} => {Bag of Organic Bananas}: 0.714
{Organic Red Bell Pepper, Banana, Organic Fat Free Milk} => {Organic Strawberries}: 0.769
{Organic Baby Spinach, Organic Fat Free Milk, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.846
{Sustainably Soft Bath Tissue, Organic Raspberries, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.750
{Sustainably Soft Bath Tissue, Organic Strawberries, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.750
{Limes, Creamy Almond Butter, Organic Avocado} => {Large Lemon}: 0.737
{Bunched Cilantro, Organic Jalapeno Pepper, Large Lemon} => {Limes}: 0.750
{Organic Yellow Onion, Organic Jalapeno Pepper, Organic Tomato Cluster} => {Bag of Organic Bananas}: 0.833
{Watermelon Chunks, Organic Strawberries, Organic Raspberries, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.846
{Watermelon Chunks, Organic Strawberries, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.725
{Organic Milk, Organic Strawberries, Organic Tomato Cluster} => {Bag of Organic Bananas}: 0.786
{Organic Milk, Organic Large Extra Fancy Fuji Apple, Organic Strawberries} => {Bag of Organic Bananas}: 0.786
{Organic Milk, Organic Cucumber, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.750
{Organic Milk, Organic Strawberries, Organic Cucumber} => {Bag of Organic Bananas}: 0.765
{Organic Milk, Organic Yellow Onion, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.733
{Organic Milk, Organic Strawberries, Organic Raspberries, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.714
{Organic Milk, Organic Strawberries, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.706
{Limes, Organic Grade A Large Brown Eggs, Organic Avocado} => {Large Lemon}: 0.786
{Organic Lemon, Peach Pear Flavored Sparkling Water, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.714
{Pure Sparkling Water, Peach Pear Flavored Sparkling Water, Lime Sparkling Water} => {Sparkling Lemon Water, Sparkling Water Grapefruit}: 0.778
{Pure Sparkling Water, Sparkling Lemon Water, Peach Pear Flavored Sparkling Water, Lime Sparkling Water} => {Sparkling Water Grapefruit}: 0.933
{Pure Sparkling Water, Peach Pear Flavored Sparkling Water, Lime Sparkling Water, Sparkling Water Grapefruit} => {Sparkling Lemon Water}: 1.000
{Pure Sparkling Water, Sparkling Lemon Water, Peach Pear Flavored Sparkling Water} => {Sparkling Water Grapefruit}: 0.889
{Sparkling Lemon Water, Peach Pear Flavored Sparkling Water, Lime Sparkling Water} => {Sparkling Water Grapefruit}: 0.778
{Banana, Peach Pear Flavored Sparkling Water, Lime Sparkling Water} => {Sparkling Water Grapefruit}: 0.714
{Organic Hothouse Cucumbers, Organic Kiwi, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.769
{Organic Strawberries, Organic Hothouse Cucumbers, Organic Kiwi} => {Bag of Organic Bananas}: 0.867
{Organic Strawberries, Organic D'Anjou Pears, Organic Hothouse Cucumbers} => {Bag of Organic Bananas}: 0.714
{Organic Broccoli, Organic Baby Spinach, Organic Hothouse Cucumbers} => {Organic Strawberries}: 0.733
{Organic Broccoli, Bag of Organic Bananas, Organic Hothouse Cucumbers} => {Organic Strawberries}: 0.739
{Organic Strawberries, Organic Hothouse Cucumbers, Organic Gala Apples} => {Bag of Organic Bananas}: 0.714
{Organic Lemon, Organic Navel Orange, Organic Hothouse Cucumbers} => {Bag of Organic Bananas}: 0.714
{Organic Navel Orange, Organic Strawberries, Organic Hothouse Cucumbers} => {Bag of Organic Bananas}: 0.765
{Organic Navel Orange, Organic Hothouse Cucumbers, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.778
{Organic Strawberries, Organic Hothouse Cucumbers, Asparagus} => {Bag of Organic Bananas}: 0.706
{Banana, Organic Garlic, Organic Hothouse Cucumbers} => {Large Lemon}: 0.714
{Organic Lemon, Organic Hothouse Cucumbers, Organic Blueberries} => {Bag of Organic Bananas}: 0.769
{Organic Lemon, Organic Raspberries, Organic Hothouse Cucumbers} => {Bag of Organic Bananas}: 0.722
{Bag of Organic Bananas, Organic Baby Spinach, Organic Raspberries, Organic Hothouse Cucumbers} => {Organic Strawberries}: 0.769
{Organic Lemon, Organic Bread with 21 Whole Grains, Organic Raspberries} => {Bag of Organic Bananas}: 0.722
{Organic Bread with 21 Whole Grains, Organic Raspberries, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.714
{Boneless Skinless Chicken Breast, Organic Cilantro, Large Lemon} => {Limes}: 0.750
{Carrots, Organic Baby Spinach, Organic Bell Pepper} => {Bag of Organic Bananas}: 0.714
{Organic Blueberries, Organic Kiwi, Organic Bell Pepper} => {Bag of Organic Bananas}: 0.714
{Organic Blueberries, Organic Bell Pepper, Organic Zucchini} => {Organic Strawberries}: 0.733
{Organic Lemon, Total Greek Strained Yogurt, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.706
{Organic Raspberries, Total 2% with Strawberry Lowfat Greek Strained Yogurt, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.722
{Organic Broccoli, Organic Raspberries, Organic Bartlett Pear} => {Bag of Organic Bananas}: 0.909
{Limes, Organic Cilantro, Organic Bartlett Pear} => {Bag of Organic Bananas}: 0.714
{Organic Tomato Cluster, Organic Bartlett Pear, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.812
{Organic Red Bell Pepper, Organic Raspberries, Organic Bartlett Pear} => {Bag of Organic Bananas}: 0.765
{Organic Red Onion, Organic Kiwi, Organic Bartlett Pear} => {Bag of Organic Bananas}: 0.769
{Organic Baby Spinach, Organic Bartlett Pear, Organic Small Bunch Celery} => {Bag of Organic Bananas}: 0.700
{Organic Raspberries, Organic Kiwi, Organic Bartlett Pear} => {Bag of Organic Bananas}: 0.826
{Organic Raspberries, Organic Bartlett Pear, Organic Avocado} => {Organic Strawberries}: 0.769
{Organic Strawberries, Organic Raspberries, Organic Bartlett Pear, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.789
{Organic Baby Spinach, Organic Raspberries, Organic Bartlett Pear} => {Bag of Organic Bananas}: 0.810
{Lightly Salted Baked Snap Pea Crisps, Organic Raspberries, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.706
{Total 0% Nonfat Greek Yogurt, Asparagus, Organic Avocado} => {Banana}: 0.737
{Strawberries, Total 0% Nonfat Greek Yogurt, Organic Avocado} => {Banana}: 0.706
{Organic Baby Spinach, Organic Whole Milk, Shredded Mild Cheddar Cheese} => {Banana}: 0.700
{Jalapeno Peppers, "Organic Red Radish, Large Lemon} => {Limes}: 0.917
{Organic Large Extra Fancy Fuji Apple, "Organic Red Radish, Organic Baby Spinach} => {Bag of Organic Bananas}: 0.778
{Broccoli Crown, "Organic Red Radish, Large Lemon} => {Banana}: 0.778
{"Organic Red Radish, Michigan Organic Kale, Large Lemon} => {Banana}: 0.733
{Jalapeno Peppers, Organic Sour Cream, Organic Avocado} => {Limes}: 0.706
{Organic Lemon, Organic Cucumber, Organic Sour Cream} => {Bag of Organic Bananas}: 0.909
{Organic Lemon, Organic Raspberries, Organic Sour Cream} => {Bag of Organic Bananas}: 0.769
{Organic Raspberries, Organic Cucumber, Organic Sour Cream} => {Bag of Organic Bananas}: 0.706
{Organic Raspberries, Organic Sour Cream, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.714
{Organic Large Extra Fancy Fuji Apple, Organic Baby Spinach, Organic Large Grade AA Brown Eggs} => {Bag of Organic Bananas}: 0.733
{Organic Baby Spinach, Organic Raspberries, Organic Large Grade AA Brown Eggs} => {Bag of Organic Bananas}: 0.704
{Organic Celery Hearts, Organic Romaine, Organic Cucumber} => {Organic Baby Spinach}: 0.833
{Organic Celery Hearts, Green Bell Pepper, Limes} => {Large Lemon}: 0.714
{Organic Celery Hearts, Green Bell Pepper, Large Lemon} => {Limes}: 0.769
{Yellow Onions, Organic Celery Hearts, Organic Strawberries} => {Large Lemon}: 0.769
{Organic Lemon, Organic Celery Hearts, Organic Raspberries} => {Bag of Organic Bananas}: 0.706
{Frozen Organic Wild Blueberries, Organic Baby Spinach, Organic D'Anjou Pears} => {Bag of Organic Bananas}: 0.786
{Frozen Organic Wild Blueberries, Organic D'Anjou Pears, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.800
{Organic Navel Orange, Frozen Organic Wild Blueberries, Organic Large Extra Fancy Fuji Apple} => {Bag of Organic Bananas}: 0.909
{Organic Navel Orange, Frozen Organic Wild Blueberries, Organic Raspberries} => {Bag of Organic Bananas}: 0.714
{Organic Navel Orange, Frozen Organic Wild Blueberries, Organic Baby Spinach} => {Bag of Organic Bananas}: 0.714
{Organic Navel Orange, Frozen Organic Wild Blueberries, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.812
{Frozen Organic Wild Blueberries, Organic Cucumber, Organic Granny Smith Apple} => {Bag of Organic Bananas}: 0.737
{Frozen Organic Wild Blueberries, Organic Raspberries, Organic Gala Apples} => {Bag of Organic Bananas}: 0.786
{Frozen Organic Wild Blueberries, Organic Gala Apples, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.706
{Frozen Organic Wild Blueberries, Organic Large Extra Fancy Fuji Apple, Organic Strawberries} => {Bag of Organic Bananas}: 0.789
{Organic Lemon, Frozen Organic Wild Blueberries, Organic Cilantro} => {Bag of Organic Bananas}: 0.769
{Bag of Organic Bananas, Frozen Organic Wild Blueberries, Organic Cucumber, Organic Grape Tomatoes} => {Organic Baby Spinach}: 0.769
{Frozen Organic Wild Blueberries, Organic Baby Spinach, Organic Cucumber, Organic Grape Tomatoes} => {Bag of Organic Bananas}: 0.714
{Frozen Organic Wild Blueberries, Organic Baby Spinach, Organic Cucumber, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.812
{Frozen Organic Wild Blueberries, Organic Strawberries, Organic Baby Spinach, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.909
{Strawberries, Blackberries, Honeycrisp Apple} => {Banana}: 0.714
{Organic Baby Spinach, Organic Black Beans, Pineapple Chunks} => {Bag of Organic Bananas}: 0.786
{No Salt Added Black Beans, Pineapple Chunks, Organic Avocado} => {Banana}: 0.714
{Organic Broccoli, Whipped Cream Cheese, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.917
{Organic Navel Orange, Organic Strawberries, Whipped Cream Cheese} => {Bag of Organic Bananas}: 1.000
{Organic Navel Orange, Whipped Cream Cheese, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.769
{Organic Baby Arugula, Whipped Cream Cheese, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.733
{Whipped Cream Cheese, Organic Zucchini, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.733
{Organic Baby Spinach, Organic Blueberries, Whipped Cream Cheese} => {Organic Strawberries}: 0.706
{Organic Strawberries, Organic Raspberries, Whipped Cream Cheese, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.909
{Organic Broccoli, Organic Baby Spinach, Organic Roasted Turkey Breast} => {Bag of Organic Bananas}: 0.846
{Organic Broccoli, Organic Strawberries, Organic Roasted Turkey Breast} => {Bag of Organic Bananas}: 0.783
{Organic Roasted Turkey Breast, Organic Granny Smith Apple, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.867
{Organic Strawberries, Organic D'Anjou Pears, Organic Roasted Turkey Breast, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.769
{Organic Roasted Turkey Breast, Organic Zucchini, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.714
{Organic Large Extra Fancy Fuji Apple, Organic Roasted Turkey Breast, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.762
{Bag of Organic Bananas, Organic Baby Spinach, Organic Roasted Turkey Breast, Organic Cucumber} => {Organic Strawberries}: 0.786
{Organic Strawberries, Organic Baby Spinach, Organic Roasted Turkey Breast, Organic Cucumber} => {Bag of Organic Bananas}: 0.917
{Organic Strawberries, Organic Roasted Turkey Breast, Organic Cucumber, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.786
{Organic Strawberries, Organic Baby Spinach, Organic Roasted Turkey Breast, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.750
{Organic Strawberries, Organic Roasted Turkey Breast, Organic Raspberries, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.708
{Pure Sparkling Water, Organic Baby Spinach, Sparkling Water Grapefruit} => {Bag of Organic Bananas}: 0.786
{Pure Sparkling Water, Sparkling Lemon Water, Lime Sparkling Water} => {Sparkling Water Grapefruit}: 0.750
{Pure Sparkling Water, Lime Sparkling Water, Sparkling Water Grapefruit} => {Sparkling Lemon Water}: 0.738
{Organic Whole String Cheese, Organic Large Brown Grade AA Cage Free Eggs, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.733
{Organic Large Extra Fancy Fuji Apple, Organic Raspberries, Organic Large Brown Grade AA Cage Free Eggs} => {Bag of Organic Bananas}: 0.769
{Limes, Organic Lacinato (Dinosaur) Kale, Organic Garbanzo Beans} => {Large Lemon}: 0.769
{Baby Spinach, Organic Large Extra Fancy Fuji Apple, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.750
{Organic Lemon, Baby Spinach, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.867
{Bag of Organic Bananas, Organic Romaine, Organic Blueberries} => {Organic Strawberries}: 0.714
{Organic Romaine, Organic Cucumber, Organic Italian Parsley Bunch} => {Organic Baby Spinach}: 0.722
{Strawberries, Organic Romaine, Limes} => {Large Lemon}: 0.714
{Strawberries, Organic Romaine, Large Lemon} => {Banana}: 0.739
{Organic Romaine, Organic Cilantro, Large Lemon} => {Limes}: 0.706
{Organic Romaine, Organic Garlic, Organic Raspberries} => {Bag of Organic Bananas}: 0.714
{Bag of Organic Bananas, Organic Blueberries, Organic Romaine Lettuce} => {Organic Strawberries}: 0.769
{Organic Raspberries, Organic Blueberries, Organic Romaine Lettuce} => {Organic Strawberries}: 0.722
{Organic Strawberries, Organic Baby Spinach, Organic Yellow Onion, Organic Romaine Lettuce} => {Organic Raspberries}: 0.786
{Organic Strawberries, Organic Yellow Onion, Organic Raspberries, Organic Romaine Lettuce} => {Organic Baby Spinach}: 0.733
{Organic Baby Spinach, Organic Yellow Onion, Organic Raspberries, Organic Romaine Lettuce} => {Organic Strawberries}: 0.917
{Green Beans, Jalapeno Peppers, Limes} => {Large Lemon}: 0.812
{Green Beans, Limes, Organic Grape Tomatoes} => {Large Lemon}: 0.769
{Yellow Bell Pepper, Orange Bell Pepper, Bartlett Pears} => {Banana}: 0.800
{Yellow Bell Pepper, Grape White/Green Seedless, Organic Avocado} => {Banana}: 0.812
{Yellow Bell Pepper, Limes, Honeycrisp Apple} => {Banana}: 0.786
{Yellow Bell Pepper, Yellow Onions, Orange Bell Pepper, Organic Avocado} => {Banana}: 0.769
{Organic Russet Potato, Organic Whole String Cheese, Organic Hass Avocado} => {Organic Strawberries}: 0.714
{Apple Honeycrisp Organic, Organic Russet Potato, Organic Cucumber} => {Organic Hass Avocado}: 0.833
{Organic Lemon, Organic Russet Potato, Organic Italian Parsley Bunch} => {Organic Yellow Onion}: 0.714
{Organic Russet Potato, Organic Strawberries, Organic Baby Spinach, Organic Raspberries} => {Organic Hass Avocado}: 0.733
{Organic Russet Potato, Organic Baby Spinach, Organic Raspberries, Organic Hass Avocado} => {Organic Strawberries}: 0.917
{100% Recycled Paper Towels, Organic Strawberries, Organic Grape Tomatoes} => {Bag of Organic Bananas}: 0.714
{Organic Lemon, 100% Recycled Paper Towels, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.700
{100% Recycled Paper Towels, Organic Garlic, Organic Cucumber} => {Bag of Organic Bananas}: 0.833
{Bunched Cilantro, Organic Extra Firm Tofu, Large Lemon} => {Limes}: 0.786
{Organic Red Bell Pepper, Organic Extra Firm Tofu, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.846
{Organic Red Bell Pepper, Organic Yellow Onion, Organic Extra Firm Tofu} => {Bag of Organic Bananas}: 0.750
{Organic Extra Firm Tofu, Organic Zucchini, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.700
{Banana, Organic Reduced Fat Milk, Bartlett Pears} => {Organic Avocado}: 0.714
{Organic Reduced Fat Milk, Bartlett Pears, Organic Avocado} => {Banana}: 0.909
{Organic Reduced Fat Milk, Asparagus, Large Lemon} => {Banana}: 0.714
{Red Peppers, Organic Reduced Fat Milk, Organic Avocado} => {Banana}: 0.714
{Broccoli Crown, Organic Reduced Fat Milk, Organic Avocado} => {Banana}: 0.786
{Organic Raspberries, Organic Reduced Fat Milk, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.714
{Organic Baby Spinach, Banana, Organic Reduced Fat Milk, Large Lemon} => {Organic Avocado}: 0.714
{Organic Baby Spinach, Organic Reduced Fat Milk, Large Lemon, Organic Avocado} => {Banana}: 0.769
{Orange Bell Pepper, Bartlett Pears, Organic Avocado} => {Banana}: 0.909
{Orange Bell Pepper, Strawberries, Bartlett Pears} => {Banana}: 0.769
{Fresh Cauliflower, Bartlett Pears, Organic Avocado} => {Banana}: 0.762
{Organic Red Onion, Strawberries, Bartlett Pears} => {Banana}: 0.714
{Organic Baby Spinach, Red Peppers, Bartlett Pears} => {Banana}: 0.714
{Red Peppers, Bartlett Pears, Organic Avocado} => {Banana}: 0.714
{Organic Baby Spinach, Bartlett Pears, Cucumber Kirby} => {Banana}: 0.812
{Bartlett Pears, Raspberries, Large Lemon} => {Banana}: 0.750
{Yellow Onions, Bartlett Pears, Organic Avocado} => {Banana}: 0.706
{Organic Blackberries, Bartlett Pears, Organic Avocado} => {Banana}: 0.812
{Organic Fuji Apple, Bartlett Pears, Organic Avocado} => {Banana}: 0.786
{Bag of Organic Bananas, Jalapeno Peppers, Organic Whole Strawberries} => {Limes}: 0.714
{Organic Whole Strawberries, Organic Raspberries, Organic Tomato Cluster} => {Bag of Organic Bananas}: 0.800
{Organic Baby Spinach, Organic Whole Strawberries, Organic Black Beans} => {Bag of Organic Bananas}: 0.706
{Organic Whole Strawberries, Organic Black Beans, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.765
{Organic Whole Strawberries, Organic Raspberries, Organic Gala Apples} => {Bag of Organic Bananas}: 0.765
{Organic Whole Strawberries, Organic Kiwi, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.706
{Organic Whole Strawberries, Organic Granny Smith Apple, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.722
{Organic Whole Strawberries, Organic Raspberries, Organic Granny Smith Apple} => {Bag of Organic Bananas}: 0.737
{Organic Red Onion, Organic Whole Strawberries, Organic Cucumber} => {Organic Baby Spinach}: 0.769
{Organic Whole Strawberries, Limes, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.750
{Organic Whole Strawberries, Banana, Large Lemon, Organic Avocado} => {Limes}: 0.733
{Organic Strawberries, Organic Whole Strawberries, Organic Raspberries, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.706
{Cantaloupe, Organic Avocado, Cucumber Kirby} => {Banana}: 0.714
{Cantaloupe, Apple Honeycrisp Organic, Organic Raspberries} => {Organic Strawberries}: 0.800
{Cantaloupe, Apple Honeycrisp Organic, Bag of Organic Bananas} => {Organic Strawberries}: 0.727
{Cantaloupe, Organic Tomato Cluster, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.857
{Cantaloupe, Organic Blueberries, Organic Kiwi} => {Organic Strawberries}: 0.750
{Cantaloupe, Organic Blueberries, Organic Baby Carrots} => {Organic Strawberries}: 0.722
{Cantaloupe, Organic Whole Milk, Organic Blueberries} => {Organic Strawberries}: 0.714
{Cantaloupe, Seedless Red Grapes, Organic Blueberries} => {Organic Strawberries}: 0.857
{Cantaloupe, Organic Baby Spinach, Organic Blueberries} => {Organic Strawberries}: 0.824
{Cantaloupe, Organic Cucumber, Organic Blueberries} => {Organic Strawberries}: 0.762
{Cantaloupe, Bag of Organic Bananas, Organic Raspberries, Organic Blueberries} => {Organic Strawberries}: 0.846
{Cantaloupe, Limes, Organic Raspberries} => {Organic Strawberries}: 0.714
{Cantaloupe, Organic Strawberries, Organic Cucumber, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.706
{Cantaloupe, Bag of Organic Bananas, Organic Raspberries, Organic Hass Avocado} => {Organic Strawberries}: 0.714
{Cantaloupe, Organic Raspberries, Large Lemon} => {Organic Strawberries}: 0.700
