{Oh My Yog! Madagascar Vanilla Trilayer Yogyurt, Oh My Yog! Pacific Coast Strawberry Trilayer Yogurt} => {Oh My Yog! Organic Wild Quebec Blueberry Cream Top Yogurt & Fruit}: 1.000
{Organic Cucumber, Organic Grape Tomatoes, Organic Peeled Whole Baby Carrots} => {Bag of Organic Bananas}: 0.778
{Carrots, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.778
{Broccoli Crown, Carrots} => {Banana}: 0.778
{Bag of Organic Bananas, Carrots, Organic Lemon} => {Organic Strawberries}: 0.778
{Carrots, Organic Lemon, Organic Yellow Onion} => {Organic Garlic}: 0.778
{Bag of Organic Bananas, Carrots, Organic Yellow Onion} => {Organic Hass Avocado}: 0.778
{Carrots, Organic Baby Spinach, Organic Cucumber} => {Banana}: 0.778
{Carrots, Organic Cucumber, Organic Red Onion} => {Organic Zucchini}: 0.778
{Green Bell Pepper, Organic Cucumber, Organic Strawberries} => {Bag of Organic Bananas}: 0.778
{Banana, Green Bell Pepper, Organic Garlic} => {Organic Avocado}: 0.778
{Asparagus, Green Bell Pepper, Organic Garlic} => {Organic Baby Spinach}: 0.778
{Asparagus, Green Bell Pepper, Organic Zucchini} => {Organic Baby Spinach}: 0.778
{Organic Baby Spinach, Organic Raspberries, Organic Tomato Cluster} => {Organic Strawberries}: 0.778
{Organic Baby Arugula, Organic Cucumber, Organic Tomato Cluster} => {Bag of Organic Bananas}: 0.778
{Organic Baby Arugula, Organic Red Onion, Organic Tomato Cluster} => {Bag of Organic Bananas}: 0.778
{Fresh Cauliflower, Limes, Organic Garlic} => {Organic Strawberries}: 0.778
{Limes, Organic Baby Spinach, Organic Whole Milk} => {Organic Strawberries}: 0.778
{Organic Baby Spinach, Organic Cucumber, Organic Raspberries, Organic Tomato Cluster} => {Bag of Organic Bananas}: 0.778
{Organic Red Onion, Organic Strawberries, Organic Tomato Cluster} => {Bag of Organic Bananas}: 0.778
{Banana, Organic Baby Spinach, Organic Blackberries} => {Organic Avocado}: 0.778
{Organic Fuji Apple, Organic Small Bunch Celery} => {Organic Baby Spinach}: 0.778
{Organic Gala Apples, Organic Hass Avocado, Organic Strawberries} => {Bag of Organic Bananas}: 0.778
{Bag of Organic Bananas, Organic Baby Arugula, Organic Small Bunch Celery} => {Organic Raspberries}: 0.778
{Bag of Organic Bananas, Organic Baby Carrots, Organic Grape Tomatoes} => {Organic Strawberries}: 0.778
{Organic Baby Carrots, Organic Baby Spinach, Organic Grape Tomatoes} => {Organic Strawberries}: 0.778
{Organic Avocado, Organic Baby Carrots, Organic Strawberries} => {Organic Grape Tomatoes}: 0.778
{Broccoli Crown, Organic Baby Spinach, Yellow Onions} => {Banana}: 0.778
{Organic Cucumber, Organic Garlic, Organic Lemon} => {Bag of Organic Bananas}: 0.778
{Organic Baby Spinach, Organic Raspberries, Organic Small Bunch Celery} => {Bag of Organic Bananas}: 0.778
{Fresh Cauliflower, Limes, Organic Cilantro} => {Organic Baby Spinach}: 0.778
{Bag of Organic Bananas, Organic Avocado, Organic Cilantro} => {Limes}: 0.778
{Large Lemon, Organic Cilantro, Organic Strawberries} => {Organic Baby Spinach}: 0.778
{Limes, Organic Cucumber, Organic Raspberries} => {Organic Baby Spinach}: 0.778
{Organic Avocado, Organic Cucumber, Organic Garlic} => {Limes}: 0.778
{Limes, Organic Avocado, Organic Cucumber, Organic Red Onion} => {Organic Baby Spinach}: 0.778
{Banana, Broccoli Crown, Organic Small Bunch Celery} => {Organic Baby Spinach}: 0.778
{Organic Gala Apples, Organic Small Bunch Celery, Organic Strawberries} => {Bag of Organic Bananas}: 0.778
{Organic Baby Carrots, Organic Cucumber, Organic Small Bunch Celery} => {Bag of Organic Bananas}: 0.778
{Michigan Organic Kale, Organic Cucumber, Organic Lemon} => {Bag of Organic Bananas}: 0.778
{Limes, Organic Lemon, Organic Raspberries} => {Organic Strawberries}: 0.778
{Limes, Organic Red Onion, Organic Yellow Onion} => {Organic Baby Spinach}: 0.778
{Limes, Organic Raspberries, Organic Yellow Onion} => {Organic Strawberries}: 0.778
{Limes, Organic Small Bunch Celery, Organic Strawberries} => {Bag of Organic Bananas}: 0.778
{Organic Garlic, Organic Small Bunch Celery, Organic Strawberries, Organic Yellow Onion} => {Bag of Organic Bananas}: 0.778
{Fresh Cauliflower, Organic Large Extra Fancy Fuji Apple} => {Organic Baby Spinach}: 0.778
{Michigan Organic Kale, Organic Large Extra Fancy Fuji Apple, Organic Strawberries} => {Bag of Organic Bananas}: 0.778
{Michigan Organic Kale, Red Peppers} => {Banana}: 0.778
{Red Peppers, Seedless Red Grapes} => {Banana}: 0.778
{Michigan Organic Kale, Organic Lemon, Organic Strawberries} => {Bag of Organic Bananas}: 0.778
{Bag of Organic Bananas, Michigan Organic Kale, Organic Baby Spinach, Organic Strawberries} => {Organic Cucumber}: 0.778
{Michigan Organic Kale, Organic Zucchini, Red Peppers} => {Banana}: 0.778
{Banana, Michigan Organic Kale, Strawberries} => {Large Lemon}: 0.778
{Broccoli Crown, Michigan Organic Kale, Organic Cilantro} => {Banana}: 0.778
{Organic Raspberries, Organic Red Onion, Organic Strawberries} => {Bag of Organic Bananas}: 0.778
{Michigan Organic Kale, Organic Raspberries, Organic Zucchini} => {Bag of Organic Bananas}: 0.778
{Michigan Organic Kale, Organic Garlic, Organic Strawberries} => {Bag of Organic Bananas}: 0.778
{Michigan Organic Kale, Organic Baby Spinach, Organic Cucumber, Organic Strawberries} => {Bag of Organic Bananas}: 0.778
{Fresh Cauliflower, Organic Baby Spinach, Organic Strawberries} => {Organic Avocado}: 0.778
{Fresh Cauliflower, Limes} => {Organic Baby Spinach}: 0.778
{Fresh Cauliflower, Organic Baby Arugula, Organic Cucumber} => {Bag of Organic Bananas}: 0.778
{Fresh Cauliflower, Organic Cilantro, Organic Raspberries} => {Organic Hass Avocado}: 0.778
{Fresh Cauliflower, Organic Cilantro, Organic Raspberries} => {Organic Blueberries}: 0.778
{Bag of Organic Bananas, Fresh Cauliflower, Organic Blueberries} => {Organic Hass Avocado}: 0.778
{Fresh Cauliflower, Organic Blueberries, Organic Zucchini} => {Bag of Organic Bananas}: 0.778
{Fresh Cauliflower, Large Lemon, Organic Baby Carrots} => {Banana}: 0.778
{Fresh Cauliflower, Organic Strawberries, Seedless Red Grapes} => {Bag of Organic Bananas}: 0.778
{Fresh Cauliflower, Organic Cilantro, Yellow Onions} => {Organic Avocado}: 0.778
{Fresh Cauliflower, Organic Baby Spinach, Organic Whole Milk} => {Limes}: 0.778
{Bag of Organic Bananas, Fresh Cauliflower, Organic Lemon} => {Organic Raspberries}: 0.778
{Fresh Cauliflower, Organic Lemon, Organic Raspberries} => {Bag of Organic Bananas}: 0.778
{Organic Baby Spinach, Organic Red Onion, Organic Yellow Onion, Organic Zucchini} => {Fresh Cauliflower}: 0.778
{Fresh Cauliflower, Organic Cucumber, Organic Strawberries, Organic Zucchini} => {Bag of Organic Bananas}: 0.778
{Fresh Cauliflower, Large Lemon, Organic Cilantro, Organic Garlic} => {Banana}: 0.778
{Banana, Fresh Cauliflower, Organic Baby Spinach, Organic Cilantro} => {Organic Garlic}: 0.778
{Bag of Organic Bananas, Fresh Cauliflower, Organic Cilantro, Organic Garlic} => {Organic Baby Spinach}: 0.778
{Banana, Limes, Organic Baby Spinach, Organic Garlic} => {Organic Avocado}: 0.778
{Organic Cilantro, Organic Lemon, Organic Strawberries} => {Bag of Organic Bananas}: 0.778
{Bag of Organic Bananas, Limes, Organic Baby Spinach, Organic Yellow Onion} => {Organic Cilantro}: 0.778
{Organic Cilantro, Organic Cucumber, Organic Raspberries} => {Bag of Organic Bananas}: 0.778
{Large Lemon, Organic Gala Apples, Strawberries} => {Banana}: 0.778
{Organic Gala Apples, Organic Strawberries, Original Hummus} => {Organic Baby Spinach}: 0.778
{Organic Gala Apples, Organic Raspberries, Original Hummus} => {Organic Strawberries}: 0.778
{Organic Garlic, Organic Raspberries, Organic Yellow Onion} => {Bag of Organic Bananas}: 0.778
{Organic Blueberries, Organic Gala Apples, Organic Grape Tomatoes} => {Organic Strawberries}: 0.778
{Organic Blueberries, Organic Gala Apples, Organic Grape Tomatoes} => {Organic Strawberries}: 0.778
{Organic Gala Apples, Organic Lemon, Organic Strawberries} => {Bag of Organic Bananas}: 0.778
{Organic Gala Apples, Organic Raspberries, Organic Yellow Onion} => {Organic Strawberries}: 0.778
{Limes, Organic Blackberries, Organic Lemon} => {Organic Strawberries}: 0.778
{Organic Blackberries, Organic Raspberries, Organic Zucchini} => {Organic Strawberries}: 0.778
{Banana, Organic Blackberries, Organic Grape Tomatoes} => {Organic Strawberries}: 0.778
{Organic Whole Milk, Red Peppers} => {Banana}: 0.778
{Banana, Organic Whole Milk, Small Hass Avocado} => {Organic Strawberries}: 0.778
{Bag of Organic Bananas, Organic Raspberries, Seedless Red Grapes} => {Organic Strawberries}: 0.778
{Organic Strawberries, Original Hummus, Seedless Red Grapes} => {Bag of Organic Bananas}: 0.778
{Organic Large Extra Fancy Fuji Apple, Yellow Onions} => {Large Lemon}: 0.778
{Organic Large Extra Fancy Fuji Apple, Organic Red Onion, Organic Yellow Onion} => {Organic Baby Spinach}: 0.778
{Organic Baby Carrots, Organic Large Extra Fancy Fuji Apple, Organic Strawberries} => {Bag of Organic Bananas}: 0.778
{Organic Cucumber, Organic Large Extra Fancy Fuji Apple, Organic Lemon, Organic Strawberries} => {Bag of Organic Bananas}: 0.778
{Organic Baby Spinach, Organic Large Extra Fancy Fuji Apple, Organic Whole Milk} => {Organic Strawberries}: 0.778
{Red Peppers, Strawberries, Yellow Onions} => {Banana}: 0.778
{Bag of Organic Bananas, Organic Baby Arugula, Organic Cucumber} => {Organic Baby Spinach}: 0.778
{Organic Baby Arugula, Organic Strawberries, Organic Yellow Onion} => {Organic Hass Avocado}: 0.778
{Bag of Organic Bananas, Organic Baby Arugula, Organic Raspberries, Organic Strawberries} => {Organic Baby Spinach}: 0.778
{Organic Baby Arugula, Organic Baby Spinach, Organic Raspberries, Organic Strawberries} => {Bag of Organic Bananas}: 0.778
{Organic Baby Arugula, Organic Baby Spinach, Organic Cucumber, Organic Strawberries} => {Bag of Organic Bananas}: 0.778
{Limes, Organic Baby Arugula, Organic Baby Spinach, Organic Red Onion} => {Large Lemon}: 0.778
{Large Lemon, Limes, Organic Baby Arugula, Organic Red Onion} => {Organic Baby Spinach}: 0.778
{Broccoli Crown, Organic Garlic, Organic Strawberries} => {Limes}: 0.778
{Broccoli Crown, Organic Blueberries, Organic Garlic} => {Large Lemon}: 0.778
{Broccoli Crown, Limes, Organic Blueberries} => {Large Lemon}: 0.778
{Broccoli Crown, Organic Grape Tomatoes, Organic Zucchini} => {Organic Baby Spinach}: 0.778
{Bag of Organic Bananas, Broccoli Crown, Organic Red Onion} => {Organic Baby Spinach}: 0.778
{Broccoli Crown, Honeycrisp Apple, Organic Whole Milk} => {Organic Avocado}: 0.778
{Broccoli Crown, Organic Garlic, Organic Zucchini} => {Organic Baby Spinach}: 0.778
{Bag of Organic Bananas, Seedless Red Grapes, Small Hass Avocado} => {Organic Strawberries}: 0.778
{Limes, Small Hass Avocado, Strawberries} => {Banana}: 0.778
{Organic Fuji Apple, Organic Raspberries} => {Organic Baby Spinach}: 0.778
{Bag of Organic Bananas, Organic Baby Spinach, Organic Fuji Apple} => {Organic Strawberries}: 0.778
{Organic Grape Tomatoes, Raspberries} => {Banana}: 0.778
{Organic Baby Spinach, Organic Strawberries, Raspberries} => {Organic Avocado}: 0.778
{Honeycrisp Apple, Organic Baby Spinach, Raspberries} => {Organic Strawberries}: 0.778
{Banana, Limes, Seedless Red Grapes} => {Large Lemon}: 0.778
{Banana, Organic Cilantro, Sparkling Water Grapefruit} => {Organic Avocado}: 0.778
{Bag of Organic Bananas, Organic Lemon, Seedless Red Grapes} => {Organic Strawberries}: 0.778
{Limes, Organic Lemon, Seedless Red Grapes} => {Organic Strawberries}: 0.778
{Honeycrisp Apple, Organic Lemon, Organic Yellow Onion} => {Bag of Organic Bananas}: 0.778
{Limes, Organic Lemon, Organic Whole Milk} => {Organic Baby Spinach}: 0.778
{Organic Baby Spinach, Organic Cilantro, Organic Lemon} => {Bag of Organic Bananas}: 0.778
{Organic Grape Tomatoes, Organic Lemon, Organic Raspberries} => {Bag of Organic Bananas}: 0.778
{Organic Garlic, Organic Lemon, Organic Raspberries} => {Bag of Organic Bananas}: 0.778
{Organic Cilantro, Organic Garlic, Organic Lemon, Organic Yellow Onion} => {Bag of Organic Bananas}: 0.778
{Organic Lemon, Organic Raspberries, Organic Red Onion} => {Bag of Organic Bananas}: 0.778
{Bag of Organic Bananas, Organic Baby Spinach, Organic Lemon, Organic Yellow Onion} => {Organic Hass Avocado}: 0.778
{Organic Lemon, Organic Red Onion, Organic Strawberries} => {Bag of Organic Bananas}: 0.778
{Banana, Organic Baby Spinach, Organic Lemon} => {Organic Strawberries}: 0.778
{Bag of Organic Bananas, Limes, Organic Garlic, Organic Lemon} => {Organic Yellow Onion}: 0.778
{Limes, Organic Garlic, Organic Lemon, Organic Yellow Onion} => {Bag of Organic Bananas}: 0.778
{Organic Baby Carrots, Organic Cilantro, Organic Strawberries} => {Limes}: 0.778
{Honeycrisp Apple, Organic Baby Spinach, Organic Cilantro} => {Limes}: 0.778
{Organic Garlic, Organic Yellow Onion, Seedless Red Grapes} => {Large Lemon}: 0.778
{Bag of Organic Bananas, Organic Cilantro, Organic Garlic, Seedless Red Grapes} => {Limes}: 0.778
{Organic Cilantro, Organic Cucumber, Organic Strawberries} => {Bag of Organic Bananas}: 0.778
{Organic Cucumber, Organic Yellow Onion, Organic Zucchini} => {Organic Cilantro}: 0.778
{Limes, Organic Cilantro, Organic Cucumber, Organic Red Onion} => {Organic Yellow Onion}: 0.778
{Limes, Organic Cilantro, Organic Cucumber, Organic Yellow Onion} => {Organic Red Onion}: 0.778
{Banana, Organic Cilantro, Organic Garlic} => {Large Lemon}: 0.778
{Banana, Organic Baby Spinach, Organic Cilantro, Organic Cucumber} => {Limes}: 0.778
{Limes, Organic Cucumber, Organic Garlic, Organic Red Onion} => {Organic Yellow Onion}: 0.778
{Limes, Organic Garlic, Organic Red Onion, Organic Yellow Onion} => {Organic Cilantro}: 0.778
{Organic Cilantro, Organic Garlic, Organic Red Onion, Organic Yellow Onion} => {Limes}: 0.778
{Bag of Organic Bananas, Organic Cilantro, Organic Hass Avocado, Organic Strawberries} => {Organic Garlic}: 0.778
{Honeycrisp Apple, Organic Cucumber, Organic Red Onion} => {Banana}: 0.778
{Honeycrisp Apple, Organic Blueberries, Organic Yellow Onion} => {Banana}: 0.778
{Organic Raspberries, Organic Strawberries, Organic Yellow Onion} => {Organic Hass Avocado}: 0.778
{Banana, Organic Grape Tomatoes, Organic Zucchini} => {Organic Baby Spinach}: 0.778
{Honeycrisp Apple, Large Lemon, Limes, Organic Blueberries} => {Banana}: 0.778
{Organic Blueberries, Organic Garlic, Organic Raspberries} => {Bag of Organic Bananas}: 0.778
{Bag of Organic Bananas, Organic Blueberries, Organic Garlic} => {Organic Strawberries}: 0.778
{Bag of Organic Bananas, Organic Baby Carrots, Organic Garlic, Organic Strawberries} => {Organic Raspberries}: 0.778
{Organic Baby Carrots, Organic Garlic, Organic Raspberries, Organic Strawberries} => {Bag of Organic Bananas}: 0.778
{Limes, Organic Baby Carrots, Organic Garlic} => {Organic Strawberries}: 0.778
{Organic Blueberries, Organic Red Onion, Organic Strawberries} => {Organic Baby Spinach}: 0.778
{Organic Baby Spinach, Organic Blueberries, Organic Red Onion} => {Organic Strawberries}: 0.778
{Limes, Organic Baby Carrots, Organic Raspberries} => {Organic Strawberries}: 0.778
{Limes, Organic Baby Carrots, Organic Whole Milk} => {Organic Strawberries}: 0.778
{Limes, Organic Baby Carrots, Seedless Red Grapes} => {Organic Strawberries}: 0.778
{Organic Cucumber, Organic Garlic, Yellow Onions} => {Large Lemon}: 0.778
{Organic Baby Spinach, Organic Cucumber, Yellow Onions} => {Large Lemon}: 0.778
{Organic Red Onion, Organic Whole Milk, Organic Zucchini} => {Organic Baby Spinach}: 0.778
{Organic Cucumber, Organic Raspberries, Organic Zucchini} => {Organic Red Onion}: 0.778
{Organic Cucumber, Organic Raspberries, Organic Red Onion, Organic Zucchini} => {Bag of Organic Bananas}: 0.778
{Bag of Organic Bananas, Organic Baby Spinach, Organic Raspberries, Organic Red Onion} => {Organic Cucumber}: 0.778
{Organic Baby Spinach, Organic Red Onion, Organic Strawberries, Organic Yellow Onion} => {Organic Raspberries}: 0.778
{Bag of Organic Bananas, Organic Red Onion, Organic Strawberries, Organic Yellow Onion} => {Organic Raspberries}: 0.778
{Organic Red Onion, Organic Yellow Onion, Organic Zucchini} => {Asparagus}: 0.778
{Bag of Organic Bananas, Organic Cucumber, Organic Red Onion, Organic Yellow Onion} => {Organic Baby Spinach}: 0.778
{Limes, Organic Grape Tomatoes, Organic Whole Milk} => {Large Lemon}: 0.778
{Bag of Organic Bananas, Organic Cucumber, Organic Strawberries, Organic Whole Milk} => {Organic Baby Spinach}: 0.778
{Bag of Organic Bananas, Organic Baby Spinach, Organic Cucumber, Organic Whole Milk} => {Organic Strawberries}: 0.778
{Organic Baby Spinach, Organic Cucumber, Organic Strawberries, Organic Whole Milk} => {Bag of Organic Bananas}: 0.778
{Organic Blueberries, Organic Grape Tomatoes, Organic Raspberries} => {Organic Baby Spinach}: 0.778
{Bag of Organic Bananas, Organic Garlic, Organic Raspberries, Organic Strawberries} => {Organic Hass Avocado}: 0.778
{Bag of Organic Bananas, Organic Baby Spinach, Organic Grape Tomatoes, Organic Raspberries, Organic Strawberries} => {Organic Cucumber}: 0.778
{Asparagus, Organic Blueberries, Organic Cucumber} => {Bag of Organic Bananas}: 0.778
{Organic Baby Spinach, Organic Raspberries, Seedless Red Grapes} => {Bag of Organic Bananas}: 0.778
{Organic Baby Spinach, Seedless Red Grapes, Strawberries} => {Banana}: 0.778
{Limes, Organic Garlic, Organic Raspberries} => {Large Lemon}: 0.778
{Bag of Organic Bananas, Organic Cucumber, Organic Garlic, Organic Raspberries} => {Organic Hass Avocado}: 0.778
{Organic Cucumber, Organic Garlic, Organic Raspberries, Organic Yellow Onion} => {Bag of Organic Bananas}: 0.778
{Organic Baby Spinach, Organic Cucumber, Organic Garlic, Organic Strawberries} => {Bag of Organic Bananas}: 0.778
{Organic Blueberries, Organic Cucumber, Organic Raspberries, Organic Zucchini} => {Bag of Organic Bananas}: 0.778
{Limes, Organic Cucumber, Strawberries} => {Large Lemon}: 0.778
{Bag of Organic Bananas, Limes, Organic Cucumber, Organic Raspberries} => {Organic Baby Spinach}: 0.778
{Organic Blueberries, Organic Raspberries, Organic Whole Milk} => {Bag of Organic Bananas}: 0.778
{Organic Baby Spinach, Organic Raspberries, Organic Whole Milk} => {Organic Strawberries}: 0.778
{Limes, Organic Baby Spinach, Organic Hass Avocado, Organic Raspberries} => {Bag of Organic Bananas}: 0.778
{Organic Garlic, Organic Red Bell Pepper, Organic Yellow Onion} => {Bag of Organic Bananas}: 0.774
{Curate Cherry Lime Sparkling Water, Kiwi Sandia Sparkling Water} => {Blackberry Cucumber Sparkling Water}: 0.773
{Curate Cherry Lime Sparkling Water, Passionfruit Sparkling Water} => {Kiwi Sandia Sparkling Water}: 0.773
{Lime Sparkling Water, Peach Pear Flavored Sparkling Water} => {Sparkling Water Grapefruit}: 0.773
{Large Alfresco Eggs, Organic Broccoli} => {Bag of Organic Bananas}: 0.773
{Bag of Organic Bananas, Organic Garlic, Organic Raspberries} => {Organic Strawberries}: 0.773
{Strained Whole-Milk Yogurt Blueberry, Strawberry Rhubarb Yogurt} => {Mixed Berries Whole Milk Icelandic Style Skyr Yogurt}: 0.769
{Blueberry on the Bottom Nonfat Greek Yogurt, Low-Fat Mango on the Bottom Greek Yogurt} => {Peach on the Bottom Nonfat Greek Yogurt}: 0.769
{Bag of Organic Bananas, Organic Raspberries} => {Organic Strawberries}: 0.769
{Organic Raspberries, Organic Strawberries} => {Bag of Organic Bananas}: 0.769
{Blueberry on the Bottom Nonfat Greek Yogurt, Low-Fat Mango on the Bottom Greek Yogurt, Raspberry on the Bottom Nonfat Greek Yogurt} => {Peach on the Bottom Nonfat Greek Yogurt}: 0.769
{Cran-Raspberry Flavored Sparkling Water, Kiwi Sandia Sparkling Water} => {Passionfruit Sparkling Water}: 0.769
{Total 2% All Natural Greek Strained Yogurt with Honey, Total 2% with Strawberry Lowfat Greek Strained Yogurt} => {Total 2% Lowfat Greek Strained Yogurt with Peach}: 0.769
{Cherry Pomegranate Greek Yogurt, Total 2% Lowfat Greek Strained Yogurt With Blueberry} => {Fat Free Strawberry Yogurt}: 0.769
{Fat Free Strawberry Yogurt, Total 2% Lowfat Greek Strained Yogurt With Blueberry} => {Total 0% Raspberry Yogurt}: 0.769
{Fat Free Strawberry Yogurt, Total 2% All Natural Greek Strained Yogurt with Honey} => {Total 2% with Strawberry Lowfat Greek Strained Yogurt}: 0.769
{Fat Free Strawberry Yogurt, Total 2% All Natural Greek Strained Yogurt with Honey} => {Fat Free Blueberry Yogurt}: 0.769
{Fat Free Blueberry Yogurt, Fat Free Strawberry Yogurt} => {Total 2% All Natural Greek Strained Yogurt with Honey}: 0.769
{Crackers Harvest Whole Wheat, Organic Strawberries} => {Bag of Organic Bananas}: 0.769
{Bag of Organic Bananas, Organic Cucumber} => {Organic Strawberries}: 0.769
{Organic Strawberries, YoBaby Blueberry Apple Yogurt} => {Bag of Organic Bananas}: 0.769
{Bag of Organic Bananas, YoBaby Peach Pear Yogurt} => {Organic Baby Spinach}: 0.769
{Dairy Free Coconut Milk Vanilla Yogurt Alternative, Organic Baby Spinach} => {Bag of Organic Bananas}: 0.769
{Broccoli Crown, Organic Baby Spinach} => {Organic Zucchini}: 0.769
{Fat Free Strawberry Yogurt, Total 2% with Strawberry Lowfat Greek Strained Yogurt} => {Total 0% Raspberry Yogurt}: 0.769
{Organic Baby Spinach, Organic Frozen Mango Chunks} => {Bag of Organic Bananas}: 0.769
{Organic Avocado, Organic Baby Spinach} => {Banana}: 0.769
{Bag of Organic Bananas, Organic Lemon} => {Organic Zucchini}: 0.769
{Organic Small Curd Cottage Cheese, Organic Strawberries} => {Bag of Organic Bananas}: 0.769
{Organic Raspberries, Organic Small Curd Cottage Cheese} => {Bag of Organic Bananas}: 0.769
{Organic Strawberries, Organic Whole String Cheese} => {Bag of Organic Bananas}: 0.769
{Cheddar Bunnies Snack Crackers, Organic Strawberries} => {Bag of Organic Bananas}: 0.769
{Organic Original Hommus, Organic Zucchini} => {Bag of Organic Bananas}: 0.769
{Total 0% Raspberry Yogurt, Total 2% Lowfat Greek Strained Yogurt With Blueberry, Total 2% with Strawberry Lowfat Greek Strained Yogurt} => {Total 2% Greek Strained Yogurt with Cherry 5.3 oz}: 0.769
{Large Lemon, Serrano Chile Peppers} => {Limes}: 0.769
{Organic Large Extra Fancy Fuji Apple, Organic Strawberries} => {Bag of Organic Bananas}: 0.769
{Kiwi Sandia Sparkling Water, Sparkling Lemon Water} => {Sparkling Water Grapefruit}: 0.769
{Organic Strawberries, Organic Thompson Seedless Raisins} => {Bag of Organic Bananas}: 0.769
{Organic Cheese Frozen Pizza, Organic Strawberries} => {Bag of Organic Bananas}: 0.769
{Organic Large Extra Fancy Fuji Apple, Organic Shredded Mozzarella} => {Bag of Organic Bananas}: 0.769
{Organic Baby Spinach, Organic Green Leaf Lettuce} => {Organic Strawberries}: 0.769
{Organic Lemon, Organic Raspberries} => {Bag of Organic Bananas}: 0.769
{Bag of Organic Bananas, Organic Blueberries} => {Organic Strawberries}: 0.769
{Bag of Organic Bananas, Organic Lemon, Organic Yellow Peaches} => {Organic Strawberries}: 0.769
{Organic D'Anjou Pears, Organic Strawberries, Organic Yellow Peaches} => {Bag of Organic Bananas}: 0.769
{Organic Yams, Seedless Red Grapes} => {Bag of Organic Bananas}: 0.769
{Organic Large Green Asparagus, Organic Zucchini} => {Bag of Organic Bananas}: 0.769
{Organic Large Extra Fancy Fuji Apple, Organic Large Green Asparagus, Organic Strawberries} => {Bag of Organic Bananas}: 0.769
{Organic Kiwi, Organic Strawberries} => {Bag of Organic Bananas}: 0.769
{Fresh Cauliflower, Organic Cripps Pink Apples} => {Bag of Organic Bananas}: 0.769
{Jalapeno Peppers, Mango Chunks} => {Banana}: 0.769
{Apple Honeycrisp Organic, Organic Frozen Peas} => {Bag of Organic Bananas}: 0.769
{Organic Frozen Peas, Organic Strawberries} => {Bag of Organic Bananas}: 0.769
{Bag of Organic Bananas, Organic Snipped Green Beans} => {Organic Strawberries}: 0.769
{Banana, Organic Red Bell Pepper} => {Organic Strawberries}: 0.769
{Organic Hothouse Cucumbers, Organic Kiwi} => {Bag of Organic Bananas}: 0.769
{Organic Hothouse Cucumbers, Organic Lemon} => {Bag of Organic Bananas}: 0.769
{Bag of Organic Bananas, Organic Baby Spinach, Organic Raspberries} => {Organic Strawberries}: 0.769
{Organic Lemon, Organic Raspberries} => {Bag of Organic Bananas}: 0.769
{Green Bell Pepper, Organic Celery Hearts} => {Limes}: 0.769
{Organic Celery Hearts, Yellow Onions} => {Large Lemon}: 0.769
{Frozen Organic Wild Blueberries, Organic Lemon} => {Bag of Organic Bananas}: 0.769
{Bag of Organic Bananas, Frozen Organic Wild Blueberries, Organic Cucumber} => {Organic Baby Spinach}: 0.769
{Organic Navel Orange, Whipped Cream Cheese} => {Bag of Organic Bananas}: 0.769
{Organic D'Anjou Pears, Organic Roasted Turkey Breast, Organic Strawberries} => {Bag of Organic Bananas}: 0.769
{Organic Large Extra Fancy Fuji Apple, Organic Raspberries} => {Bag of Organic Bananas}: 0.769
{Limes, Organic Lacinato (Dinosaur) Kale} => {Large Lemon}: 0.769
{Bag of Organic Bananas, Organic Blueberries} => {Organic Strawberries}: 0.769
{Orange Bell Pepper, Yellow Bell Pepper, Yellow Onions} => {Banana}: 0.769
{Large Lemon, Organic Baby Spinach, Organic Reduced Fat Milk} => {Banana}: 0.769
{Orange Bell Pepper, Strawberries} => {Banana}: 0.769
{Organic Red Onion, Organic Whole Strawberries} => {Organic Baby Spinach}: 0.769
{Broccoli Crown, Organic Basil} => {Organic Baby Spinach}: 0.769
{Fresh Ginger Root, Limes, Organic Red Onion} => {Organic Avocado}: 0.769
{100% Raw Coconut Water, Organic Lemon, Organic Raspberries} => {Bag of Organic Bananas}: 0.769
{Granny Smith Apples, Yellow Onions} => {Banana}: 0.769
{Organic Raspberries, Russet Potato} => {Bag of Organic Bananas}: 0.769
{Broccoli Crown, Unsweetened Original Almond Breeze Almond Milk} => {Banana}: 0.769
{Organic Baby Spinach, Organic Lemon} => {Bag of Organic Bananas}: 0.769
{Banana, Limes, Strawberries} => {Large Lemon}: 0.769
{Organic Reduced Fat 2% Milk, Organic Whole String Cheese} => {Bag of Organic Bananas}: 0.769
{Organic Reduced Fat 2% Milk, Original Hummus} => {Bag of Organic Bananas}: 0.769
{Organic Baby Spinach, Organic Black Beans, Organic Zucchini} => {Bag of Organic Bananas}: 0.769
{Banana, Limes, Organic Red Onion} => {Organic Avocado}: 0.769
{Organic Black Beans, Organic Cilantro, Organic Red Onion} => {Limes}: 0.769
{Organic Broccoli, Organic Strawberries, Organic Whole String Cheese} => {Bag of Organic Bananas}: 0.769
{Organic Broccoli, Organic Lemon} => {Bag of Organic Bananas}: 0.769
{Organic Broccoli, Organic Garlic, Organic Yellow Onion} => {Bag of Organic Bananas}: 0.769
{Bag of Organic Bananas, Organic Broccoli, Organic Strawberries, Organic Yellow Onion} => {Organic Hass Avocado}: 0.769
{Grated Parmesan, Organic Cucumber} => {Organic Baby Spinach}: 0.769
